X11005	X24008	X36001	X04007	X24018	X11002	X03002	X20005	X56007	X28006	X16002	X24001	X09008	X28024	X26003	X12007	X43004	X16007	X65003	X19005	X01007	X08018	X15006	X33005	X10005	X37001	X19017	X28021	X43007	X09017	X22011	X27003	X26009	X64001	X36002	X24017	X06002	X12019	X28044	X63001	X28032	X28008	X16004	X01010	X08001	X15001	X15005	X28003	X28042	X08012	X04006	X31011	X28043	X43012	X49004	X28023	X16009	X31007	X28047	X84004	X62003	X20002	X48001	X25003	X01003	X28035
SH2D1A	0.441261384957297	0.433437641290221	0.443540253521287	0.448699348760691	0.451587732383288	0.475309586844401	0.434686983870909	0.469283132082454	0.496780236986596	0.444148315630762	0.543079137861255	0.460908933646014	0.439664585560771	0.480487256209894	0.437384636207658	0.469082839329611	0.462733369573792	0.602794465571969	0.514335439268846	0.457967363519113	0.538449086637152	0.440536049301218	0.68501307991761	0.51020134426251	0.587244585731301	0.535605954640231	0.475632362575541	0.460092378261778	0.43060023000931	0.436211453202461	0.469176047505425	0.453355115518911	0.54401446499189	0.467593352163321	0.420959404182667	0.492782311607105	0.46209432995369	0.45074274832223	0.435881390118707	0.459213871787095	0.422650091159328	0.522814707839019	0.444742630287751	0.500262683172031	0.426715800986405	0.512199115457895	0.463880214380233	0.475699500905487	0.439061968982997	0.484862191499756	0.475084748071289	0.441794924675596	0.442660161520429	0.453016852458863	0.62687597438182	0.448163631886343	0.471856501490428	0.444888033010087	0.439914495835223	0.4654486475039	0.476269845483489	0.461728406672335	0.451873399991969	0.448931869972984	0.494497795857041	0.458601266553128
DSP	0.412601151564113	0.473060159470842	0.417041936532587	0.440754235664364	0.463581218639601	0.496093904200688	0.404982399128175	0.468159177001805	0.424578165343926	0.499584909101259	0.420548917980759	0.399252116155247	0.414396368645264	0.426634994337904	0.41807767343508	0.450111468118293	0.428269128439502	0.424441457123975	0.451261227914924	0.428514981029587	0.448385172259209	0.404927118136279	0.428265718123719	0.413560975686475	0.512318746074505	0.432994721000707	0.42447776906038	0.42131045218453	0.39224380455014	0.45889197308862	0.42812815250241	0.443906650718955	0.445502657131699	0.447264683337767	0.409965547507157	0.414112265374804	0.42971505495754	0.451002274865081	0.480416202369873	0.518950025120981	0.420560981577794	0.468932632851293	0.49590472771729	0.412539219039048	0.423664365362316	0.430334126507128	0.42731306527014	0.433190738890206	0.42910898696933	0.403337616635355	0.465677725500625	0.473585900837528	0.419941258497288	0.471693318513962	0.420617093693587	0.420320168636303	0.440103018014166	0.447934610319732	0.414746864550408	0.42091831886184	0.423639578057077	0.432906001152877	0.441256188920491	0.453828253622371	0.428570468188815	0.423585050848465
GNAI3	0.620027470445259	0.603786841984496	0.524830980948573	0.59223597530511	0.549593479934358	0.576974507793849	0.602042555944992	0.589649360610261	0.51446732686424	0.594562057698709	0.554259906657224	0.644115212555584	0.525196254360494	0.58443103633554	0.594302675400099	0.636729141904187	0.499704308729913	0.59766938833168	0.501429292570979	0.579427116112552	0.484085984111036	0.560623891006723	0.520844680466951	0.512250069832487	0.786660025157523	0.531885423679648	0.573359250901556	0.561348722657148	0.55849908366305	0.469427650586152	0.687955571079978	0.585036093894111	0.501059412875034	0.610657032082078	0.556108602438749	0.531363347681117	0.5629953387393	0.575515292314702	0.51422807598992	0.698174433483327	0.601745665905301	0.612779839572224	0.552737443240647	0.544675405929076	0.622315521772605	0.58116579758141	0.560046839811159	0.563967170312717	0.590031000270922	0.557531729877906	0.543094448567995	0.561131961969217	0.558056169363237	0.514711966619053	0.570642022266874	0.598513968145927	0.525820084516049	0.564339152373072	0.591928985356176	0.687647626810427	0.572889130090388	0.563947768764763	0.551798224507055	0.590520126490942	0.505713606258093	0.539160843185444
EIF1B	0.825192619762195	0.875111427646662	0.86032221617956	0.860218636931741	0.800369556410663	0.845668826757166	0.843894135987308	0.817323654815194	0.827537226446299	0.795681019620558	0.821161174755238	0.932420726596332	0.800142354960229	0.816772388121133	0.805615739055282	0.895857991694851	0.790507268011579	0.848869242019127	0.728035115276941	0.861867905946486	0.800463902112027	0.868786264301753	0.805904734616857	0.786659801496913	0.89989333044445	0.787665619997065	0.915749193548772	0.728690417929761	0.881407862356268	0.831329708119263	0.89174639393421	0.76419989450389	0.786360249054762	0.882893691855752	0.845052127098067	0.743206895585214	0.953530655153482	0.896697391181337	0.785232795275303	0.880442746793137	0.795884751644162	0.801253722439148	0.821857015729214	0.786621245390287	0.858310256613276	0.92211852145282	0.836780560968338	0.775080775247097	0.831788188458369	0.923073987472673	0.804744888436191	0.852693537569764	0.844675622726227	0.821453040333747	0.889846922838358	0.807553717952373	0.776766481352853	0.820317878129613	0.783292344792059	0.86593059688471	0.847418072184807	0.815125792022616	0.763962061832882	0.83148605145798	0.822565577522505	0.756437097407674
ZBTB18	0.907399048006122	0.799958962471617	0.810877199019377	0.919302969573986	0.724480190711663	0.80826590894881	0.801791504157815	0.842227847909033	0.833388899272693	0.796221473854837	0.811827668723295	0.903876098304192	0.78220136528938	0.826934031140909	0.842738114454159	0.903520418236298	0.785112560846218	0.915155021576242	0.770799595438188	0.778578033832782	0.739966798088796	0.942080983345862	0.802252313035738	0.767242939249265	0.851702493876676	0.74148976602865	0.898000445734642	0.80767476204381	0.866479325922113	0.844181510371737	0.858775851505782	0.803420703373016	0.787436704054282	0.889223480682245	0.795850098285635	0.611457378812019	0.805679436317618	0.795399647419179	0.787030436116977	0.928210215862819	0.840694239421283	0.838428332106166	0.741847278578842	0.800213844644558	0.896936973774459	0.793139599897053	0.742755833781824	0.895954846313531	0.848837443203119	0.965474200838447	0.757018431740808	0.880689425458751	0.857043496962972	0.782759158454958	0.878772338898588	0.836287142303966	0.686704666313891	0.76922948119056	0.796025276767254	0.678818919751949	0.848326358734556	0.828049554437547	0.658935162499847	0.800075342040462	0.831775822241018	0.683529516990561
ANKRD46	0.608756443547823	0.641547872690399	0.537619994162627	0.583735735151359	0.590807640477997	0.643549483704712	0.578592874230772	0.655452758011637	0.641587939042926	0.638864731469737	0.624738972128849	0.566300024630255	0.539181082707056	0.724749255188987	0.617100994242832	0.539540505285899	0.598279076125082	0.695301300852497	0.573197905045591	0.56512750628063	0.608570409289726	0.566719637302086	0.570682930342921	0.616099047081705	0.681727484577583	0.560943538608816	0.601378236678069	0.635135107043545	0.562149068005067	0.600973845011689	0.572205543775259	0.595652167071989	0.57585619374551	0.537560824847266	0.563455115910202	0.563448615275744	0.563164788406714	0.574549921414881	0.612389327726229	0.610515964934577	0.690409623180577	0.711216886547088	0.558965358857307	0.584486353408125	0.558405010957013	0.59735852654212	0.579875209689951	0.640130006769808	0.632767887582213	0.544564962791397	0.572943458991308	0.570819473978353	0.618160103866896	0.661609158166688	0.634253767868924	0.664167086924468	0.554226449357863	0.611959651998377	0.599823203714784	0.553449702923759	0.549698150133919	0.598593422892971	0.556837484854975	0.571789830419573	0.63230775794305	0.643345176106182
GLI2	0.584491451322469	0.540525018999332	0.595943236942348	0.615728853305964	0.598584976424438	0.530054005089842	0.602002324958606	0.609394983252291	0.647501194350014	0.566082234412546	0.622731592635156	0.613347212831085	0.636851584959849	0.62967619982348	0.578039610325169	0.613080351080106	0.628226279924523	0.620611078908795	0.615638583096201	0.623696350480523	0.630808880849973	0.602653402282142	0.682296993822341	0.647968347638504	0.508823869911629	0.58925066724344	0.576331046778466	0.604468990192654	0.564370199156613	0.627542678582645	0.60060107967731	0.600990696898004	0.67385949666268	0.604061379812767	0.606507677982656	0.660518551098021	0.611292666356827	0.624579859463515	0.636577441004871	0.570918063877877	0.666373054420939	0.518624676957702	0.680149024296	0.648168659136759	0.589989987506623	0.630687611020543	0.62464051467141	0.618153666284803	0.614855547154899	0.615234038810832	0.685972039951528	0.625994527986041	0.617812608622135	0.605964994752751	0.602534547006665	0.587743893270105	0.677802252980684	0.576500008495355	0.56346665444388	0.556920625258124	0.624141623058627	0.639359036385886	0.618537618176461	0.590842816941566	0.614559240439348	0.651278962981271
APOD	0.623534022873481	0.574956170725959	0.611398916313115	0.585079146785885	0.630442419025796	0.578159286831434	0.607154166504553	0.631674699517368	0.619558003119675	0.5948408826422	0.600654348266384	0.59167359691561	0.590935035945913	0.625547331362806	0.618366874770125	0.622835681351661	0.639715515766744	0.569755122643334	0.62401806246582	0.605306155969168	0.609244172941201	0.627909292957823	0.629521085554445	0.62509505565655	0.522349737862524	0.606955772785394	0.574191406410947	0.593634432201627	0.582766737599219	0.614920482631514	0.603616577990855	0.590360695179167	0.63436454340776	0.565123335647407	0.607675997766919	0.624077926503233	0.625926469825428	0.631605987874315	0.616732480033109	0.558201428396701	0.615529654597475	0.579428990141791	0.610987370195265	0.63022920371761	0.612614273654642	0.622762317039799	0.630559436487849	0.636835648332514	0.61228698790099	0.613224169164431	0.630651306671172	0.600625728247722	0.617127046298681	0.605156182443385	0.61686356870021	0.595549525458216	0.635989029027367	0.599371024812844	0.597185537090272	0.559262741519638	0.614144394455957	0.63037586066483	0.635035858909399	0.661976188985297	0.612504816740905	0.648576577783645
COPS2	0.460468823351819	0.551987319935088	0.518412894618603	0.558777948505608	0.515938605767302	0.477625276910599	0.451817502199094	0.491101466943851	0.504230852916949	0.503530727237425	0.543688460015369	0.568443048188189	0.516522611595494	0.600514971785611	0.488156232699162	0.518702575021194	0.531922949303186	0.536993850119556	0.46689500742969	0.532907705676252	0.525209580537766	0.477861840058759	0.554561524106359	0.568473695644839	0.518067875696452	0.493137141005155	0.505775533208052	0.569031199879131	0.506420431760747	0.474600660295988	0.563113637540189	0.469164837027429	0.577368389198841	0.542545047774468	0.501152597277487	0.552893757200748	0.507178620113666	0.590150564903541	0.468693911076759	0.517713163156665	0.493624397050761	0.492484891032692	0.533572151325382	0.558440620813374	0.505293196217781	0.591328128502609	0.509939088737192	0.503390489022334	0.497543253656207	0.527420719577414	0.629474325162493	0.505390300468375	0.482600743744425	0.485971687996361	0.506455117380899	0.468647082934393	0.536657391934186	0.48409261105207	0.481438497152789	0.541755548405757	0.514913123728426	0.750077171872168	0.549395902150809	0.525335055953321	0.491960601824628	0.536163031567811
PRKAA1	0.681305956753457	0.668384522819122	0.658391892639784	0.815181837461022	0.633491788741226	0.599832340877696	0.639389903406306	0.604546776421555	0.701572985439773	0.577029879302559	0.639771193004137	0.813201645341168	0.694480533542016	0.609822097181227	0.664836220041207	0.700280701225474	0.656190283864666	0.634709445396759	0.571045905311294	0.617709615459695	0.608897611389179	0.617545892333185	0.609232764809877	0.604704620279583	0.770542793124417	0.65361205459805	0.828528004275568	0.638878309329365	0.674660428439131	0.63856717629601	0.681532245552689	0.583361857136197	0.652256510382342	0.738169153302346	0.694974563539431	0.721999997712121	0.67048229024619	0.716120572214338	0.610807594921191	0.662037821000988	0.63258229963831	0.538465035017041	0.637735580599018	0.629177435015872	0.707952360709275	0.653735504673615	0.744112604623678	0.606871114331992	0.583553826059736	0.723023930858035	0.709576376839102	0.682918091775738	0.639191964904239	0.587895804135183	0.664922379574487	0.580365239728145	0.655866124898805	0.622099843287593	0.614174029073371	0.847006280396225	0.626903076650239	0.73171229145366	0.625859221099653	0.737588135093325	0.6173300757119	0.598524037200264
ART3	0.478444063480154	0.438761435250756	0.465931921594914	0.423209104318306	0.421544708923324	0.478247676304378	0.450674472913903	0.438230116169014	0.458351230978344	0.505787075914605	0.451431612133464	0.455759750889784	0.464909988829294	0.418784080470881	0.443100164301358	0.445734609506066	0.438741576328397	0.438854750951186	0.446153887760316	0.452226563130871	0.444261414088353	0.471912885834779	0.447261918216805	0.456122702855252	0.462010870812442	0.452795770299212	0.504474395352012	0.420206438210638	0.483493988768292	0.453393284735101	0.435854853366842	0.456931455725304	0.470525095229503	0.477700170936046	0.458080351148863	0.453035726492839	0.471202248100844	0.424230515013197	0.477496867710507	0.520436272531472	0.419315507761384	0.474693248434808	0.466975803066117	0.461518994030413	0.453171707195334	0.449604659602046	0.436243376059683	0.408526259846021	0.456023164224331	0.433928601660415	0.470148391990702	0.44215025106297	0.440150918809795	0.462229676948444	0.480739445664521	0.45616682166726	0.488677609117281	0.511621646121214	0.478903175379211	0.425549558256831	0.446261405133367	0.440471829997629	0.46288343885994	0.443469728472658	0.445488679157411	0.414502888967417
MSMB	0.44466293980926	0.45092706401183	0.434636398733473	0.431953525472682	0.445698326251446	0.410144247806278	0.434141580189702	0.47751908061879	0.465783315788776	0.410023922967019	0.440583575530048	0.43975462056436	0.415808036559714	0.450892833819434	0.445889585439545	0.412949506271842	0.460889959185604	0.46843770840234	0.427143537768508	0.468244938503846	0.477115996863579	0.417459842742283	0.467006117522201	0.474931902906719	0.461389602777752	0.442945543508117	0.462651636795996	0.447015809952304	0.457492498049288	0.429321818688514	0.40994421552236	0.432014787658359	0.472263999734291	0.455348289162582	0.45537308022942	0.464648393380091	0.447235122660847	0.457418272414099	0.429183469079809	0.426538359820775	0.492874352666317	0.419571188916557	0.421118772614733	0.464372651612971	0.432624536698039	0.437775683406739	0.480166323376676	0.473748869455733	0.443572937970778	0.445775214118662	0.503490578974781	0.438915125902881	0.457580119053515	0.44778606072044	0.448376588561256	0.437787008155708	0.462407321046539	0.417971810464208	0.426521370165656	0.437616201582093	0.479839736814755	0.446573595555753	0.417071978799149	0.444507959803416	0.446991765371451	0.459356601217649
TUBA3C	0.806170331395843	0.872495480814367	0.936277099582451	0.908391937646748	0.893086046616179	0.862611719568183	0.876927190468455	0.907841656808642	0.885678246702368	0.855623064632582	0.914915902059545	0.912946618081508	0.978234288017231	0.965132333720806	0.881415396526436	0.850966430236607	0.907652028950124	0.981439551942464	0.926505350639401	0.919262155267777	0.959086035319305	0.909226097266565	0.938562038523623	0.957225981517336	0.923660796469186	0.928404166589709	0.92126693939292	0.938351014390929	0.927341632395908	0.844873276036103	0.835575945926127	0.834817573136926	0.861546787577791	0.857344015870106	0.920124456318611	0.888172910241556	0.882197768330098	0.918598077170341	0.927042848250861	0.898957194590073	0.866956473510509	0.93264148320381	0.885633093540417	0.880647306282887	0.918685597142552	0.893418904647141	0.914435969235654	0.914700649854391	0.891698142486281	0.880363511630696	0.902709196057177	0.897911405407336	0.898927061336944	0.900377697317314	0.944434444165321	0.920530454960021	0.872403511725567	0.910744652317652	0.909933557332551	0.856546177097467	0.889733121013352	0.890389212558687	0.970074663214412	0.85998349317564	0.835471710304632	0.950906211849284
ACADS	0.736594951870994	0.693801787675577	0.720121238338541	0.706732209798903	0.713696468077414	0.730408864171305	0.7026732012746	0.704011799367379	0.775660501417892	0.709019271260867	0.724460742298331	0.674328483544172	0.727121312699065	0.696848044343479	0.704740410631184	0.704131718930638	0.721696778705705	0.662913651638044	0.705048573081481	0.715019653656206	0.770929425384245	0.708128352982317	0.743396387270378	0.712556158155964	0.702818857376149	0.730124212565431	0.70438021654683	0.702996061820877	0.718773907000184	0.724821323593631	0.705915164864121	0.733149046719941	0.717817276008584	0.684386748877671	0.712023951492692	0.715121428111112	0.733382932472388	0.686286777378524	0.70567076532567	0.651108311102569	0.682921058092516	0.715545618881555	0.703086996897687	0.719302570685161	0.681591509849596	0.714855179008088	0.743670730523535	0.685859098764129	0.71973711579514	0.697154219429403	0.719175681450397	0.701741261458479	0.693117228856634	0.697766379152855	0.721002889327123	0.695481787104392	0.735372464712762	0.698794276518861	0.70294186161068	0.699572512941631	0.71983550849154	0.694384612169646	0.790655388285463	0.723113916642693	0.712449941959169	0.740214399666729
TFEC	0.593447396906992	0.518096289875587	0.497764078201995	0.627571918243185	0.554359284532157	0.791445558587981	0.745670268093834	0.495439257346411	0.553243211468557	0.543864614094869	0.511583565541149	0.553267706490549	0.491193691412192	0.629338200525025	0.549129662459264	0.524684467413459	0.494285807915233	0.476980295067794	0.50238734835973	0.541131889472908	0.495789287199011	0.515891547627135	0.512826234039956	0.486569760027587	0.542735432404955	0.506724564108712	0.766585131788755	0.47471983429169	0.493808237467286	0.517438349953019	0.512153895203201	0.573757676177677	0.559318940601235	0.470974158405386	0.498031630980386	0.499113424626987	0.532741676930971	0.473471826247135	0.500213367965155	0.509284290739656	0.561534771895964	0.518050270830044	0.492578045415762	0.488111624307629	0.512450958177295	0.513637673711973	0.495890183232031	0.560108860548526	0.523736967990542	0.502919420213476	0.512204456910607	0.538081796196232	0.503901936379725	0.494610658334977	0.518796733299474	0.479969316066635	0.524574528819268	0.516768124223864	0.479663587321149	0.715409413519123	0.510443609284566	0.673962928882799	0.567800628003852	0.585000398535056	0.53389930858183	0.574181486687493
